MAE,MSE,RMSE,MAPE,R2,Building,Sparsity,Method,KL_Similarity,Training_Building
0.09248568117618561,0.013030863367021084,0.11415280709216521,19.323355,0.2853643298149109,Cockatoo_assembly_Valencia.npy,5,oridata,0.1320933848619461,
0.07146169990301132,0.008693245239555836,0.09323757418313625,14.553736,0.5232470035552979,Cockatoo_assembly_Valencia.npy,5,ours,0.1320933848619461,
0.0757623016834259,0.009867102839052677,0.09933329169544658,15.446933,0.4588705897331238,Cockatoo_assembly_Valencia.npy,5,diffts,0.1320933848619461,
0.07646579295396805,0.010097228921949863,0.10048496863685565,15.800992,0.4462500810623169,Cockatoo_assembly_Valencia.npy,5,timegan,0.1320933848619461,
0.08410056680440903,0.01143630314618349,0.10694065244883955,16.722307,0.37281280755996704,Cockatoo_assembly_Valencia.npy,5,cgan,0.1320933848619461,
0.2511994540691376,0.06414975970983505,0.25327802847826153,157.5389,-76.07328796386719,Cockatoo_assembly_Valencia.npy,5,oridata,0.4414660632610321,
0.05346593260765076,0.004516421817243099,0.06720432885791733,34.703064,-4.426294326782227,Cockatoo_assembly_Valencia.npy,5,ours,0.4414660632610321,
0.09644491970539093,0.013843695633113384,0.11765923522237166,64.73202,-15.63262939453125,Cockatoo_assembly_Valencia.npy,5,diffts,0.4414660632610321,
0.10614586621522903,0.011620073579251766,0.10779644511416768,67.384476,-12.961039543151855,Cockatoo_assembly_Valencia.npy,5,timegan,0.4414660632610321,
0.08914518356323242,0.00831795297563076,0.09120281232303508,56.44142,-8.993677139282227,Cockatoo_assembly_Valencia.npy,5,cgan,0.4414660632610321,
0.10223519802093506,0.016003532335162163,0.12650506841689058,28.146955,0.24830162525177002,Cockatoo_assembly_Valencia.npy,5,oridata,0.06361257284879684,
0.06544090062379837,0.007975191809237003,0.08930392941655481,15.572572,0.6253989934921265,Cockatoo_assembly_Valencia.npy,5,ours,0.06361257284879684,
0.06518182158470154,0.007817774079740047,0.08841817731518813,15.206027,0.6327930688858032,Cockatoo_assembly_Valencia.npy,5,diffts,0.06361257284879684,
0.08707492053508759,0.013291540555655956,0.11528894377023305,23.808275,0.37568598985671997,Cockatoo_assembly_Valencia.npy,5,timegan,0.06361257284879684,
0.0898573100566864,0.013602248392999172,0.11662867740396944,23.996513,0.3610917925834656,Cockatoo_assembly_Valencia.npy,5,cgan,0.06361257284879684,
0.1751853972673416,0.03861143812537193,0.19649793415039235,854.88605,0.41673392057418823,Cockatoo_assembly_Valencia.npy,5,oridata,0.22828154265880585,
0.14686377346515656,0.03225528448820114,0.17959756258981116,812.0551,0.5127502679824829,Cockatoo_assembly_Valencia.npy,5,ours,0.22828154265880585,
0.18487988412380219,0.05468416213989258,0.23384644991937034,1169.8586,0.17393863201141357,Cockatoo_assembly_Valencia.npy,5,diffts,0.22828154265880585,
0.11019891500473022,0.015753984451293945,0.12551487741018572,505.18884,0.7620196342468262,Cockatoo_assembly_Valencia.npy,5,timegan,0.22828154265880585,
0.10756687819957733,0.014665374532341957,0.12110067932238018,456.4715,0.7784641981124878,Cockatoo_assembly_Valencia.npy,5,cgan,0.22828154265880585,
0.2569672167301178,0.0676494613289833,0.2600951005478252,311.47113,-30.48184585571289,Cockatoo_assembly_Valencia.npy,5,oridata,0.4943997859954834,
0.1380004584789276,0.023121966049075127,0.15205908736104898,199.10284,-9.760207176208496,Cockatoo_assembly_Valencia.npy,5,ours,0.4943997859954834,
0.20927885174751282,0.05542765185236931,0.23543077932243547,313.0592,-24.794218063354492,Cockatoo_assembly_Valencia.npy,5,diffts,0.4943997859954834,
0.12093666940927505,0.015161710791289806,0.12313289889907492,151.49292,-6.055764675140381,Cockatoo_assembly_Valencia.npy,5,timegan,0.4943997859954834,
0.10777398943901062,0.012040619738399982,0.10972975776151145,132.58492,-4.603311061859131,Cockatoo_assembly_Valencia.npy,5,cgan,0.4943997859954834,
0.23211461305618286,0.05487309768795967,0.2342500751076927,121.38956,-50.2972297668457,Cockatoo_assembly_Valencia.npy,5,oridata,0.4002685248851776,
0.04130807891488075,0.0026880602817982435,0.051846506939216684,20.942583,-1.5128896236419678,Cockatoo_assembly_Valencia.npy,5,ours,0.4002685248851776,
0.07831422984600067,0.009918189607560635,0.09959010798046478,41.923286,-8.271859169006348,Cockatoo_assembly_Valencia.npy,5,diffts,0.4002685248851776,
0.09511131048202515,0.009489919058978558,0.0974162155853868,50.59356,-7.87149715423584,Cockatoo_assembly_Valencia.npy,5,timegan,0.4002685248851776,
0.07715792953968048,0.00636429525911808,0.07977653326084107,40.885254,-4.949558734893799,Cockatoo_assembly_Valencia.npy,5,cgan,0.4002685248851776,
0.11005182564258575,0.017748119309544563,0.1332220676522646,38.271324,0.4217451810836792,Cockatoo_assembly_Valencia.npy,5,oridata,0.05647622421383858,
0.06466377526521683,0.007227215450257063,0.08501303106146177,17.827267,0.764528751373291,Cockatoo_assembly_Valencia.npy,5,ours,0.05647622421383858,
0.07698139548301697,0.010470418259501457,0.10232506173710064,22.590567,0.6588612794876099,Cockatoo_assembly_Valencia.npy,5,diffts,0.05647622421383858,
0.062260739505290985,0.006098480895161629,0.07809277108133396,19.209963,0.8013042211532593,Cockatoo_assembly_Valencia.npy,5,timegan,0.05647622421383858,
0.061660490930080414,0.006026838906109333,0.07763271801315044,17.60345,0.8036384582519531,Cockatoo_assembly_Valencia.npy,5,cgan,0.05647622421383858,
0.10901454091072083,0.018114682286977768,0.13459079569932622,32.38344,0.3682836890220642,Cockatoo_assembly_Valencia.npy,5,oridata,0.04386113956570625,
0.07728439569473267,0.010242949239909649,0.10120745644422474,18.763796,0.6427959203720093,Cockatoo_assembly_Valencia.npy,5,ours,0.04386113956570625,
0.07326201349496841,0.009535481221973896,0.09764978864275077,18.781971,0.6674675941467285,Cockatoo_assembly_Valencia.npy,5,diffts,0.04386113956570625,
0.09837829321622849,0.014850353822112083,0.12186202781060261,28.68236,0.4821211099624634,Cockatoo_assembly_Valencia.npy,5,timegan,0.04386113956570625,
0.10348524898290634,0.015556476078927517,0.12472560314116551,29.301067,0.45749640464782715,Cockatoo_assembly_Valencia.npy,5,cgan,0.04386113956570625,
0.10161643475294113,0.013920617289841175,0.11798566561172241,16.151701,0.12532466650009155,Cockatoo_assembly_Valencia.npy,5,oridata,0.23800818622112274,
0.07397174835205078,0.00878338422626257,0.09371971098046862,12.020376,0.4481128454208374,Cockatoo_assembly_Valencia.npy,5,ours,0.23800818622112274,
0.07320060580968857,0.008569475263357162,0.09257146030692809,11.951115,0.4615533947944641,Cockatoo_assembly_Valencia.npy,5,diffts,0.23800818622112274,
0.07955039292573929,0.010328643023967743,0.10162993173257445,13.025361,0.3510195016860962,Cockatoo_assembly_Valencia.npy,5,timegan,0.23800818622112274,
0.09505443274974823,0.013247824274003506,0.11509919319440734,14.96541,0.16759830713272095,Cockatoo_assembly_Valencia.npy,5,cgan,0.23800818622112274,
0.07138493657112122,0.008450453169643879,0.09192634643911331,10.114641,0.36413824558258057,Cockatoo_assembly_Valencia.npy,5,oridata,0.2613682448863983,
0.06288240849971771,0.006889681797474623,0.08300410711208586,8.9753475,0.48157984018325806,Cockatoo_assembly_Valencia.npy,5,ours,0.2613682448863983,
0.05840360000729561,0.005983199458569288,0.07735114387369645,8.401008,0.5497889518737793,Cockatoo_assembly_Valencia.npy,5,diffts,0.2613682448863983,
0.054657258093357086,0.005494107026606798,0.07412224380445319,7.8182206,0.5865911245346069,Cockatoo_assembly_Valencia.npy,5,timegan,0.2613682448863983,
0.0808042585849762,0.009834910742938519,0.09917111849192041,11.383981,0.2599634528160095,Cockatoo_assembly_Valencia.npy,5,cgan,0.2613682448863983,
0.09226689487695694,0.012791908346116543,0.11310131894065843,12.801175,0.09316664934158325,Cockatoo_assembly_Valencia.npy,5,oridata,0.29087692499160767,
0.0653361976146698,0.007052719127386808,0.08398046872569126,9.54856,0.5000244975090027,Cockatoo_assembly_Valencia.npy,5,ours,0.29087692499160767,
0.06663209944963455,0.007321073208004236,0.08556327020400889,9.7912655,0.4810006022453308,Cockatoo_assembly_Valencia.npy,5,diffts,0.29087692499160767,
0.0662156417965889,0.00728000421077013,0.08532294070629616,9.6956835,0.48391199111938477,Cockatoo_assembly_Valencia.npy,5,timegan,0.29087692499160767,
0.09050635248422623,0.01206399779766798,0.10983623171644219,12.807125,0.1447690725326538,Cockatoo_assembly_Valencia.npy,5,cgan,0.29087692499160767,
0.11995027959346771,0.0174437053501606,0.13207462038620668,41.83342,0.5329090356826782,Cockatoo_assembly_Valencia.npy,5,oridata,0.20265641808509827,
0.06959694623947144,0.009838888421654701,0.09919117108722278,31.767103,0.736543595790863,Cockatoo_assembly_Valencia.npy,5,ours,0.20265641808509827,
0.05253330245614052,0.009175744839012623,0.09579010825243191,32.958176,0.754300594329834,Cockatoo_assembly_Valencia.npy,5,diffts,0.20265641808509827,
0.05582438036799431,0.004552057944238186,0.06746894058926808,21.442022,0.878109335899353,Cockatoo_assembly_Valencia.npy,5,timegan,0.20265641808509827,
0.07700655609369278,0.006736529991030693,0.08207636682401757,23.19153,0.8196156024932861,Cockatoo_assembly_Valencia.npy,5,cgan,0.20265641808509827,
0.11355047672986984,0.01771070808172226,0.1330815843072296,24.265533,0.23622405529022217,Cockatoo_assembly_Valencia.npy,5,oridata,0.10150261968374252,
0.10469643026590347,0.018732432276010513,0.1368664760853092,22.155657,0.19216209650039673,Cockatoo_assembly_Valencia.npy,5,ours,0.10150261968374252,
0.09509038925170898,0.016355270519852638,0.1278877262283314,20.706596,0.2946774363517761,Cockatoo_assembly_Valencia.npy,5,diffts,0.10150261968374252,
0.09123609960079193,0.01284019649028778,0.11331459080933833,20.548782,0.4462653398513794,Cockatoo_assembly_Valencia.npy,5,timegan,0.10150261968374252,
0.09479407966136932,0.013226581737399101,0.1150068769135094,20.841923,0.4296024441719055,Cockatoo_assembly_Valencia.npy,5,cgan,0.10150261968374252,
0.24111077189445496,0.06076866015791893,0.24651300200581497,281.88187,-19.447858810424805,Cockatoo_assembly_Valencia.npy,5,oridata,0.49695253372192383,
0.17500202357769012,0.03620639070868492,0.19027976957281853,221.41151,-11.182976722717285,Cockatoo_assembly_Valencia.npy,5,ours,0.49695253372192383,
0.25025638937950134,0.07556726038455963,0.2748949988351182,318.09027,-24.427392959594727,Cockatoo_assembly_Valencia.npy,5,diffts,0.49695253372192383,
0.12451179325580597,0.01667282171547413,0.12912328107461538,151.57684,-4.6101861000061035,Cockatoo_assembly_Valencia.npy,5,timegan,0.49695253372192383,
0.11444437503814697,0.014062621630728245,0.11858592509538493,135.16641,-3.7318878173828125,Cockatoo_assembly_Valencia.npy,5,cgan,0.49695253372192383,
0.2363830804824829,0.06543739885091782,0.2558073471402216,253.0298,-0.5242758989334106,Cockatoo_assembly_Valencia.npy,5,oridata,0.37478169798851013,
0.10216018557548523,0.013958506286144257,0.1181461226030895,108.844635,0.6748554110527039,Cockatoo_assembly_Valencia.npy,5,ours,0.37478169798851013,
0.18690770864486694,0.04517879709601402,0.21255304536988884,209.61803,-0.05237925052642822,Cockatoo_assembly_Valencia.npy,5,diffts,0.37478169798851013,
0.1142314225435257,0.015475324355065823,0.12439985673249718,121.964554,0.6395231485366821,Cockatoo_assembly_Valencia.npy,5,timegan,0.37478169798851013,
0.10158547013998032,0.012099575251340866,0.10999806930733315,104.962456,0.7181566953659058,Cockatoo_assembly_Valencia.npy,5,cgan,0.37478169798851013,
